search_id,user_id,search_timestamp,search_query,category_filter,results_count
165,132,2025-06-19 22:37:15,DJI,Drones,1
166,32,2025-06-05 17:12:15,Sony,Lenses,1
167,25,2026-04-15 11:01:44,DJI,Drones,5
168,158,2026-01-30 20:39:01,Godox,Lighting,10
169,41,2026-04-23 13:06:20,Sigma,Lenses,2
170,49,2025-07-04 09:10:02,Fujifilm,Cameras,10
171,120,2025-12-05 09:09:03,Aputure,Lighting,1
172,24,2025-05-21 11:41:14,Nanlite,Lighting,1
173,62,2026-03-27 14:52:12,Blackmagic,Cameras,0
174,73,2025-09-27 21:13:23,Nanlite,Lighting,5
175,168,2025-12-19 17:15:48,Aputure,Lighting,2
176,28,2025-12-08 01:47:16,Godox,Lighting,5
177,187,2025-07-04 00:12:53,Sony,Lenses,1
178,103,2025-10-21 09:47:00,DJI,Drones,1
179,74,2025-06-25 23:45:33,Autel,Drones,2
180,196,2025-05-23 17:45:14,Sigma,Lenses,2
181,31,2025-09-04 05:03:24,Sony,Cameras,1
182,87,2025-09-26 02:40:45,Canon,Lenses,0
183,131,2026-04-21 14:59:44,Nanlite,Lighting,0
184,10,2026-05-04 20:53:29,Blackmagic,Cameras,5
185,133,2026-03-12 16:16:42,Godox,Lighting,2
186,132,2026-04-06 18:12:37,Blackmagic,Cameras,5
187,82,2025-05-22 23:43:40,Fujifilm,Cameras,10
188,190,2026-04-21 14:27:56,Sigma,Lenses,1
189,131,2025-09-23 10:54:16,Nanlite,Lighting,2
190,122,2025-07-28 01:56:09,DJI,Drones,1
191,29,2026-01-27 09:12:11,Nanlite,Lighting,1
192,186,2025-08-12 09:39:59,Autel,Drones,1
193,168,2026-01-21 12:09:02,Sony,Cameras,2
194,44,2025-06-16 09:59:12,Godox,Lighting,5
195,63,2025-09-21 20:24:16,DJI,Drones,0
196,113,2026-03-06 11:05:28,Sony,Lenses,0
197,177,2025-12-10 22:22:24,Fujifilm,Cameras,2
198,157,2026-04-15 20:36:48,Nanlite,Lighting,2
199,181,2026-04-12 04:47:39,Canon,Cameras,2
200,170,2025-10-12 07:35:33,Nanlite,Lighting,1
201,45,2026-01-03 12:51:55,Nanlite,Lighting,1
202,91,2026-02-22 13:31:06,Sigma,Lenses,1
203,64,2025-07-06 12:25:20,Sigma,Lenses,1
204,77,2026-05-02 00:37:30,Sigma,Lenses,1
205,181,2026-05-03 15:00:00,Aputure,Lighting,1
206,144,2025-08-07 10:25:57,Sony,Lenses,0
207,174,2026-04-08 06:35:24,Aputure,Lighting,5
208,198,2025-07-09 14:30:25,Blackmagic,Cameras,0
209,183,2026-03-14 03:22:05,DJI,Drones,5
210,168,2026-03-18 08:49:15,Sigma,Lenses,1
211,52,2025-07-15 06:07:42,Sigma,Lenses,2
212,36,2026-04-14 19:16:31,DJI,Drones,1
213,172,2025-10-14 14:44:35,Canon,Cameras,0
214,106,2025-05-17 02:54:23,Sigma,Lenses,1
215,175,2025-07-16 03:38:36,Sony,Cameras,10
216,41,2026-02-17 13:09:33,Nanlite,Lighting,5
217,122,2026-05-01 12:43:37,Nanlite,Lighting,0
218,74,2025-09-13 12:04:25,Sony,Lenses,2
219,197,2026-03-07 08:15:05,DJI,Drones,2
220,186,2026-05-03 23:42:49,DJI,Drones,1
221,46,2025-10-14 09:19:32,Autel,Drones,2
222,48,2026-03-15 01:15:15,Canon,Lenses,0
223,146,2026-01-22 15:52:04,DJI,Drones,1
224,165,2026-04-08 01:32:28,Godox,Lighting,5
225,120,2026-02-16 23:06:49,Canon,Lenses,5
226,85,2026-03-18 08:36:43,Fujifilm,Cameras,2
227,184,2025-08-11 20:58:01,Sony,Cameras,2
228,76,2025-08-19 02:41:25,Canon,Cameras,2
229,164,2025-07-08 07:42:44,Aputure,Lighting,2
230,23,2026-03-09 06:44:35,Nanlite,Lighting,0
231,36,2026-02-03 20:16:02,Aputure,Lighting,5
232,2,2025-06-18 11:24:18,Sony,Lenses,1
233,193,2025-10-03 01:25:41,Sony,Lenses,1
234,186,2026-04-11 05:03:52,DJI,Drones,2
235,178,2025-05-22 12:49:13,Sony,Cameras,2
236,120,2026-04-05 22:32:59,Canon,Lenses,1
237,129,2025-11-06 07:01:47,Sigma,Lenses,0
238,76,2025-08-01 21:06:48,Sigma,Lenses,1
239,35,2025-07-24 00:02:03,Godox,Lighting,1
240,156,2026-03-20 15:01:10,Sony,Lenses,2
241,121,2026-04-29 04:28:22,Canon,Cameras,2
242,153,2025-11-02 06:13:04,Autel,Drones,2
243,93,2025-09-20 06:56:00,DJI,Drones,0
244,141,2025-09-03 00:27:57,Canon,Cameras,0
245,134,2026-03-22 03:50:03,Godox,Lighting,2
246,184,2026-03-12 09:02:17,Godox,Lighting,5
247,115,2026-04-10 21:12:00,Autel,Drones,0
248,107,2025-08-03 21:13:28,Nanlite,Lighting,0
249,119,2025-08-02 01:40:44,Sigma,Lenses,0
250,66,2025-05-16 16:26:57,DJI,Drones,2
251,12,2026-01-18 19:50:09,Aputure,Lighting,2
252,139,2025-07-21 11:58:51,DJI,Drones,10
253,121,2025-10-09 05:51:10,DJI,Drones,1
254,197,2025-09-11 23:30:14,Fujifilm,Cameras,1
255,98,2025-08-23 16:38:58,Aputure,Lighting,1
256,175,2026-04-08 04:14:03,Blackmagic,Cameras,0
257,138,2025-06-03 10:55:44,Nanlite,Lighting,0
258,58,2026-03-03 19:48:27,DJI,Drones,10
259,119,2025-08-23 21:30:51,Nanlite,Lighting,1
260,59,2025-09-20 20:47:59,Fujifilm,Cameras,1
261,71,2026-01-11 14:55:26,Sony,Cameras,0
262,170,2025-11-21 07:53:09,Nanlite,Lighting,2
263,5,2025-10-09 17:09:12,Canon,Cameras,0
264,153,2026-01-26 09:26:55,Autel,Drones,2
265,181,2026-03-31 03:22:22,DJI,Drones,2
266,103,2025-12-01 17:46:25,Godox,Lighting,2
267,194,2025-09-13 02:25:16,DJI,Drones,2
268,75,2026-05-07 06:12:19,Blackmagic,Cameras,2
269,198,2025-05-18 05:08:11,Canon,Lenses,1
270,37,2025-06-21 06:56:37,Fujifilm,Cameras,1
271,16,2026-04-13 02:28:16,Fujifilm,Cameras,2
272,13,2025-08-16 22:34:58,Sigma,Lenses,2
273,135,2025-07-15 20:15:12,Sigma,Lenses,1
274,39,2025-12-18 23:22:09,Sony,Lenses,0
275,138,2025-08-18 14:12:24,Godox,Lighting,5
276,77,2025-05-22 08:27:49,Fujifilm,Cameras,5
277,144,2025-06-18 14:15:56,Aputure,Lighting,2
278,35,2025-12-25 04:19:40,Godox,Lighting,1
279,85,2025-10-23 06:18:31,Autel,Drones,5
280,24,2025-09-18 17:55:05,Sony,Cameras,1
281,173,2026-02-14 10:24:46,DJI,Drones,0
282,195,2026-03-08 21:55:21,Fujifilm,Cameras,1
283,86,2025-09-06 07:33:55,Canon,Lenses,1
284,49,2025-10-23 23:21:59,Autel,Drones,5
285,179,2025-12-28 22:09:24,Fujifilm,Cameras,5
286,142,2025-11-22 02:41:21,Sony,Lenses,1
287,137,2025-06-21 09:46:39,Sony,Lenses,1
288,132,2025-10-04 02:09:44,Aputure,Lighting,0
289,185,2026-04-21 19:52:21,Aputure,Lighting,5
290,95,2025-12-17 10:04:15,Sony,Lenses,0
291,57,2025-07-20 07:32:36,Sony,Cameras,1
292,150,2025-08-14 10:04:00,Aputure,Lighting,0
293,85,2025-05-24 17:35:35,Fujifilm,Cameras,2
294,63,2026-02-06 18:14:18,Nanlite,Lighting,2
295,176,2025-10-23 20:13:53,Sony,Lenses,2
296,126,2025-05-08 03:38:40,Aputure,Lighting,0
297,91,2025-11-25 09:53:22,Canon,Cameras,2
298,126,2026-05-01 22:51:59,Sony,Cameras,2
299,20,2026-03-16 17:06:25,DJI,Drones,1
300,162,2025-12-02 14:37:01,Sony,Cameras,2
301,3,2026-01-29 05:51:12,Fujifilm,Cameras,1
302,159,2026-02-10 21:27:15,Nanlite,Lighting,1
303,2,2026-05-07 15:46:05,Godox,Lighting,0
304,185,2026-02-19 15:21:24,Sigma,Lenses,10
305,5,2026-02-17 17:34:12,Godox,Lighting,0
306,25,2026-01-22 22:35:29,Canon,Cameras,0
307,135,2025-07-23 00:22:52,Sony,Lenses,1
308,102,2025-09-25 22:40:15,DJI,Drones,10
309,118,2025-10-21 23:51:50,Canon,Cameras,1
310,21,2025-06-03 16:05:02,DJI,Drones,1
311,97,2026-01-20 11:01:29,Godox,Lighting,2
312,180,2026-04-30 02:05:14,Sony,Cameras,1
313,112,2025-09-12 17:34:05,Sigma,Lenses,10
314,25,2026-01-04 12:06:36,DJI,Drones,1
315,178,2025-09-06 09:47:12,Aputure,Lighting,0
316,20,2026-01-20 03:06:00,Sigma,Lenses,2
317,9,2026-04-01 19:57:22,Blackmagic,Cameras,0
318,54,2025-06-24 21:28:22,Fujifilm,Cameras,5
319,77,2026-02-11 00:28:36,Canon,Cameras,2
320,100,2026-04-22 00:55:31,Sony,Lenses,2
321,36,2025-09-01 03:05:14,DJI,Drones,0
322,112,2025-11-20 10:36:18,Sony,Cameras,1
323,197,2025-09-04 14:37:22,Aputure,Lighting,0
324,70,2026-01-21 11:46:23,Aputure,Lighting,1
325,142,2025-10-13 02:22:43,Aputure,Lighting,0
326,150,2025-09-11 04:07:33,Godox,Lighting,2
327,76,2025-10-10 18:31:27,Sony,Cameras,0
328,40,2026-02-02 06:20:03,Nanlite,Lighting,2
329,40,2025-08-30 07:35:13,Aputure,Lighting,1
330,24,2025-12-08 19:22:46,DJI,Drones,1
331,195,2025-06-25 22:17:20,Canon,Lenses,0
332,48,2025-07-20 23:57:36,Aputure,Lighting,2
333,132,2025-10-17 18:43:28,Godox,Lighting,0
334,91,2026-01-20 17:28:20,DJI,Drones,5
335,4,2026-05-07 16:42:19,Sony,Lenses,1
336,22,2025-10-01 17:46:15,Canon,Cameras,2
337,44,2026-01-25 12:56:29,Blackmagic,Cameras,1
338,127,2026-02-22 01:00:01,Sony,Cameras,0
339,71,2026-04-23 02:38:18,Aputure,Lighting,1
340,20,2025-07-14 01:55:59,Sony,Lenses,5
341,185,2026-01-01 12:53:44,Nanlite,Lighting,2
342,118,2025-12-14 12:19:34,DJI,Drones,1
343,102,2025-09-01 08:56:13,Sigma,Lenses,1
344,85,2025-10-12 04:46:32,Aputure,Lighting,1
345,167,2025-12-06 07:01:32,Blackmagic,Cameras,1
346,178,2026-03-27 06:45:45,Fujifilm,Cameras,1
347,102,2025-05-07 15:39:52,Sony,Lenses,2
348,163,2025-09-02 12:12:02,Nanlite,Lighting,2
349,84,2025-08-26 22:06:37,Aputure,Lighting,5
350,101,2025-07-28 02:55:31,Canon,Lenses,5
351,52,2025-10-21 10:43:43,Sony,Cameras,10
352,119,2026-03-08 15:41:02,Fujifilm,Cameras,2
353,178,2025-12-18 17:43:50,Autel,Drones,2
354,36,2025-12-29 02:22:35,Canon,Lenses,1
355,40,2026-01-16 18:10:46,Aputure,Lighting,0
356,154,2025-09-09 15:27:40,Nanlite,Lighting,1
357,130,2025-11-04 01:53:05,Nanlite,Lighting,0
358,93,2025-10-26 01:37:29,DJI,Drones,2
359,169,2025-10-26 05:06:31,Canon,Lenses,2
360,12,2026-01-24 21:10:59,Aputure,Lighting,10
361,111,2025-07-29 11:43:20,DJI,Drones,0
362,57,2025-11-22 00:22:04,Fujifilm,Cameras,1
363,119,2025-11-07 06:17:44,Blackmagic,Cameras,10
364,124,2026-03-11 18:01:51,DJI,Drones,1
365,22,2026-04-22 11:29:41,DJI,Drones,1
366,88,2026-03-12 15:22:09,Godox,Lighting,2
367,90,2026-02-17 07:32:19,Godox,Lighting,1
368,179,2025-07-12 09:31:09,Aputure,Lighting,0
369,12,2026-01-18 08:48:53,DJI,Drones,5
370,166,2025-06-09 10:13:57,DJI,Drones,5
371,190,2025-08-25 16:57:42,Canon,Cameras,2
372,85,2025-11-23 16:14:30,Aputure,Lighting,1
373,104,2026-01-20 07:26:49,Canon,Cameras,2
374,111,2026-01-08 07:19:01,Godox,Lighting,2
375,51,2026-01-02 23:48:35,Nanlite,Lighting,1
376,2,2025-09-14 16:03:42,Canon,Cameras,1
377,181,2025-06-12 18:18:45,DJI,Drones,2
378,138,2026-03-21 08:08:25,Blackmagic,Cameras,1
379,118,2026-02-23 04:59:44,DJI,Drones,2
380,126,2025-08-06 17:00:53,Sigma,Lenses,1
381,101,2026-01-23 18:47:27,DJI,Drones,1
382,118,2025-09-05 01:11:59,Blackmagic,Cameras,5
383,152,2025-08-02 17:41:00,DJI,Drones,1
384,62,2026-03-16 17:35:30,Canon,Lenses,0
385,178,2025-07-23 19:54:22,Fujifilm,Cameras,1
386,36,2025-07-03 17:19:09,Aputure,Lighting,0
387,163,2025-05-16 23:32:31,Canon,Cameras,1
388,36,2025-05-25 10:37:26,Blackmagic,Cameras,5
389,159,2025-08-10 13:58:43,DJI,Drones,10
390,125,2025-11-08 00:28:21,Canon,Cameras,5
391,144,2025-12-30 21:22:01,Aputure,Lighting,2
392,107,2026-04-02 12:00:36,Aputure,Lighting,0
393,145,2026-03-01 22:43:14,DJI,Drones,1
394,71,2025-06-04 18:41:20,Blackmagic,Cameras,0
395,118,2025-10-31 08:40:01,Nanlite,Lighting,2
396,147,2025-10-15 10:45:03,DJI,Drones,2
397,94,2026-04-16 15:16:31,Autel,Drones,2
398,109,2026-01-07 01:43:10,DJI,Drones,1
399,9,2025-12-17 01:31:21,Aputure,Lighting,1
400,23,2025-07-22 00:08:54,Godox,Lighting,2
401,61,2026-02-10 11:21:00,Blackmagic,Cameras,5
402,157,2026-02-01 22:22:22,Godox,Lighting,2
403,53,2025-10-03 14:49:10,Sony,Cameras,2
404,137,2025-11-15 11:48:36,Sigma,Lenses,2
405,83,2025-10-09 16:54:55,Sony,Lenses,2
406,132,2025-08-10 05:58:50,DJI,Drones,10
407,106,2025-07-03 19:20:43,DJI,Drones,5
408,33,2026-01-17 06:47:04,Canon,Cameras,0
409,83,2026-01-29 12:59:10,Fujifilm,Cameras,1
410,148,2025-05-09 15:33:44,Sigma,Lenses,1
411,116,2026-04-19 04:04:24,DJI,Drones,1
412,192,2026-02-23 03:22:37,Sigma,Lenses,5
413,95,2026-04-06 15:46:05,Aputure,Lighting,1
414,1,2026-03-02 13:13:53,Autel,Drones,2
415,179,2026-04-16 09:00:53,Canon,Lenses,2
416,102,2025-06-17 21:20:47,Fujifilm,Cameras,5
417,127,2026-03-05 19:17:05,Sony,Lenses,5
418,87,2025-10-19 14:31:50,Fujifilm,Cameras,2
419,175,2025-07-31 11:37:41,DJI,Drones,0
420,118,2025-07-14 19:15:48,DJI,Drones,5
421,41,2026-03-15 18:43:40,Aputure,Lighting,0
422,110,2026-02-01 18:14:55,Canon,Cameras,5
423,78,2025-11-24 15:35:49,Blackmagic,Cameras,0
424,93,2025-11-03 21:47:58,Canon,Lenses,1
425,167,2025-05-26 23:57:00,Sony,Cameras,1
426,79,2025-12-09 23:16:45,Fujifilm,Cameras,2
427,181,2025-08-12 06:34:37,DJI,Drones,1
428,20,2026-04-28 19:19:16,Canon,Cameras,2
429,114,2026-04-01 22:56:55,DJI,Drones,2
430,31,2025-06-23 15:01:29,Nanlite,Lighting,0
431,19,2025-10-31 18:24:48,Fujifilm,Cameras,0
432,27,2025-06-28 06:41:28,DJI,Drones,1
433,77,2026-03-14 17:37:29,Fujifilm,Cameras,2
434,193,2025-11-03 22:40:10,Canon,Cameras,0
435,145,2026-01-21 18:09:22,DJI,Drones,1
436,185,2025-11-29 18:23:19,Canon,Cameras,5
437,158,2025-12-10 13:26:31,Godox,Lighting,0
438,26,2025-12-24 17:53:55,Sony,Cameras,2
439,99,2025-09-07 17:18:43,Sony,Lenses,1
440,36,2026-02-24 19:19:16,Blackmagic,Cameras,2
441,64,2026-04-18 16:34:21,Sigma,Lenses,0
442,169,2025-10-26 08:57:50,Canon,Lenses,2
443,131,2025-12-31 10:12:51,Fujifilm,Cameras,1
444,14,2026-03-20 00:17:31,Fujifilm,Cameras,1
445,62,2026-02-10 20:00:00,Nanlite,Lighting,2
446,136,2026-04-18 22:06:45,DJI,Drones,5
447,34,2025-11-19 12:45:15,Nanlite,Lighting,1
448,140,2025-10-20 05:23:34,Fujifilm,Cameras,10
449,198,2026-03-26 01:20:47,DJI,Drones,2
450,4,2026-04-24 16:22:46,Canon,Lenses,0
451,16,2025-12-06 06:25:03,Nanlite,Lighting,1
452,183,2025-10-27 16:05:48,Aputure,Lighting,2
453,22,2026-04-20 22:27:59,Blackmagic,Cameras,0
454,21,2025-07-08 07:20:24,Canon,Cameras,2
455,101,2026-02-20 07:15:06,DJI,Drones,2
456,187,2026-04-07 01:35:43,Sony,Cameras,1
457,112,2025-11-07 20:10:02,Autel,Drones,2
458,15,2025-10-29 06:50:06,Sigma,Lenses,2
459,190,2025-08-16 03:43:16,Sony,Cameras,0
460,36,2026-02-23 10:56:54,DJI,Drones,1
461,89,2025-08-11 12:19:19,Canon,Lenses,1
462,192,2026-03-29 15:58:13,Sigma,Lenses,5
463,198,2026-01-10 03:18:58,DJI,Drones,5
464,70,2025-08-23 04:36:35,DJI,Drones,2
465,148,2026-02-28 21:46:54,Autel,Drones,1
466,93,2026-03-05 12:20:08,Autel,Drones,5
467,43,2025-11-25 22:44:50,Canon,Lenses,1
468,27,2025-11-11 16:39:08,DJI,Drones,2
469,1,2026-01-05 21:35:58,DJI,Drones,1
470,121,2025-08-08 09:48:50,Sony,Lenses,5
471,46,2025-08-22 03:18:52,Autel,Drones,1
472,64,2025-10-25 07:47:26,Nanlite,Lighting,1
473,20,2025-06-06 14:04:40,Canon,Lenses,2
474,14,2026-02-08 14:36:03,Canon,Cameras,5
475,12,2025-08-26 11:03:36,Godox,Lighting,5
476,73,2025-08-06 13:31:09,Sony,Lenses,0
477,117,2025-08-21 00:26:57,DJI,Drones,1
478,145,2025-09-14 22:12:24,Sigma,Lenses,2
479,119,2025-09-08 15:47:23,Sigma,Lenses,10
480,198,2026-04-19 07:29:39,Canon,Cameras,0
481,105,2025-12-03 06:27:52,DJI,Drones,2
482,163,2025-06-07 18:55:08,DJI,Drones,0
483,169,2025-06-30 05:37:14,Nanlite,Lighting,2
484,27,2025-07-05 01:43:28,Canon,Cameras,1
485,16,2025-08-05 07:23:38,Blackmagic,Cameras,0
486,60,2025-10-03 06:01:42,Nanlite,Lighting,5
487,118,2026-01-31 23:57:42,DJI,Drones,2
488,164,2025-07-05 20:07:44,Godox,Lighting,2
489,16,2026-02-05 20:11:04,Nanlite,Lighting,10
