user_id,created_at,country,is_verified
70,2024-08-29 02:44:25,Poland,True
71,2025-03-25 08:43:57,Ukraine,True
72,2025-01-06 09:28:06,Ukraine,False
73,2025-01-02 11:08:33,Ukraine,True
74,2025-04-16 03:07:45,Ukraine,False
75,2025-04-06 21:48:40,Ukraine,True
76,2024-09-24 16:48:12,USA,True
77,2024-12-17 11:25:58,Ukraine,True
78,2024-07-20 22:22:49,Ukraine,True
79,2025-02-04 21:12:22,Ukraine,True
80,2024-06-03 06:25:18,Ukraine,True
81,2024-05-25 01:14:06,Ukraine,True
82,2025-01-19 01:32:30,Ukraine,False
83,2024-08-03 18:17:12,Germany,True
84,2025-03-03 11:38:24,Ukraine,True
85,2024-08-27 15:24:43,Ukraine,True
86,2024-06-07 05:50:09,USA,True
87,2025-04-04 10:15:35,Ukraine,False
88,2024-08-05 15:53:20,Germany,True
89,2025-04-08 18:20:02,Ukraine,True
90,2024-06-15 11:31:20,Ukraine,True
91,2024-10-01 21:09:14,Poland,True
92,2024-08-23 05:01:21,USA,True
93,2024-10-30 08:12:40,Ukraine,True
94,2025-01-09 03:07:45,Germany,True
95,2025-03-27 04:35:36,Ukraine,True
96,2024-09-25 22:36:11,Ukraine,True
97,2024-07-09 10:10:00,Ukraine,False
98,2024-09-28 00:27:27,Ukraine,False
99,2024-09-22 05:29:01,Ukraine,True
100,2024-07-27 14:52:04,USA,False
101,2025-01-22 12:36:22,USA,False
102,2024-08-18 22:32:04,Germany,True
103,2025-02-03 19:33:36,Ukraine,True
104,2025-05-06 00:22:27,Ukraine,True
105,2025-01-27 17:14:48,Ukraine,False
106,2025-01-13 22:14:54,Ukraine,False
107,2024-06-03 23:38:25,Ukraine,True
108,2024-12-29 19:37:59,USA,False
109,2025-01-08 20:32:50,Ukraine,False
110,2024-07-12 17:14:55,Ukraine,True
111,2024-11-30 16:39:55,USA,True
112,2025-02-14 10:04:30,Ukraine,False
113,2024-08-10 07:55:26,Ukraine,True
114,2024-07-09 17:08:32,Ukraine,False
115,2024-11-02 18:41:53,Ukraine,False
116,2024-10-01 14:54:06,Ukraine,True
117,2024-08-20 02:13:00,Ukraine,True
118,2025-05-01 15:23:30,Ukraine,True
119,2025-01-10 19:21:03,Germany,True
120,2025-01-29 12:15:18,Ukraine,True
121,2024-12-09 13:16:07,Ukraine,True
122,2024-07-31 13:04:57,Ukraine,False
123,2025-01-28 03:11:17,Ukraine,False
124,2024-09-10 04:39:17,Ukraine,True
125,2025-03-30 14:04:12,Poland,True
126,2025-03-01 15:19:20,Ukraine,False
127,2025-03-04 14:57:51,Ukraine,True
128,2024-05-28 23:30:01,USA,False
129,2024-08-04 05:00:12,Ukraine,True
130,2025-03-22 09:52:34,Ukraine,False
131,2024-05-19 17:19:00,Germany,False
132,2025-03-15 21:41:29,Ukraine,True
133,2024-09-06 18:21:22,Germany,False
134,2024-10-10 01:14:51,Poland,False
135,2024-08-19 05:38:48,Poland,True
136,2024-06-01 23:02:36,Germany,True
137,2024-07-28 04:37:24,Poland,False
138,2025-04-26 21:09:58,Ukraine,True
139,2024-12-13 12:37:19,Ukraine,True
140,2025-04-12 14:27:32,Ukraine,True
141,2025-02-10 01:34:00,Poland,True
142,2024-09-06 11:07:52,Poland,True
143,2024-07-28 19:56:37,Ukraine,False
144,2025-01-16 19:15:07,Germany,True
145,2024-11-17 03:17:36,Ukraine,True
146,2024-10-07 21:40:38,Ukraine,False
147,2025-04-15 19:57:55,Poland,True
148,2025-04-27 10:19:19,Poland,True
149,2025-01-11 21:56:04,Ukraine,True
150,2024-11-01 10:55:48,Ukraine,False
151,2024-07-01 17:46:50,USA,True
152,2024-08-18 02:58:58,Germany,True
153,2024-06-30 11:34:11,Ukraine,True
154,2024-08-11 00:51:20,Ukraine,False
155,2025-02-20 13:55:17,Poland,False
156,2024-12-11 06:27:03,Germany,True
157,2024-12-02 13:45:11,Ukraine,True
158,2024-08-17 07:03:00,Poland,False
159,2025-02-21 08:47:39,Ukraine,True
160,2024-12-20 06:51:25,Ukraine,False
161,2024-10-20 15:24:48,Germany,False
162,2025-04-20 22:26:11,Germany,False
163,2024-12-19 21:02:30,Ukraine,False
164,2024-10-09 08:48:12,Ukraine,False
165,2024-09-24 20:10:20,Germany,False
166,2024-07-31 10:20:18,Germany,True
167,2024-06-29 23:27:58,Poland,True
168,2024-11-21 03:15:00,Germany,False
169,2024-11-14 22:01:18,Ukraine,False
170,2024-06-11 13:27:28,Ukraine,True
171,2025-02-24 18:31:16,Poland,True
172,2024-05-25 13:16:38,Ukraine,True
173,2025-04-06 16:10:54,Ukraine,False
174,2024-06-18 20:07:29,USA,True
175,2024-07-05 14:42:18,Poland,True
176,2025-01-05 22:20:30,USA,True
177,2024-07-08 09:15:40,USA,True
178,2025-03-10 20:50:08,USA,True
179,2025-01-26 12:39:55,USA,True
180,2024-10-18 04:56:12,Ukraine,True
181,2024-12-24 21:03:21,Poland,True
182,2024-05-31 22:14:31,Poland,True
183,2024-10-03 16:24:43,Ukraine,True
184,2024-10-02 11:04:13,Ukraine,False
185,2024-12-24 16:12:12,Ukraine,False
186,2024-11-05 00:39:43,Ukraine,False
187,2024-11-28 17:49:26,Poland,True
188,2024-08-12 21:28:12,Ukraine,True
189,2024-12-08 02:33:35,Poland,True
190,2025-04-06 13:10:08,Ukraine,False
191,2024-05-11 17:07:54,Poland,True
192,2025-01-26 10:49:18,Ukraine,True
193,2025-02-11 03:44:06,Ukraine,True
194,2024-06-20 17:49:13,Ukraine,True
195,2025-01-27 00:07:19,USA,True
196,2025-04-15 20:56:48,USA,True
197,2024-12-01 19:02:49,Ukraine,True
198,2025-02-22 20:48:33,Ukraine,True
199,2024-08-18 21:06:42,Ukraine,True
200,2025-03-01 17:58:48,Poland,True
